boʁnɤboʁ boRn7boR
brɤβbrɤβ br7Bbr7B1
brɤβnɤbrɤβ br7Bn7br7B
brɤβnɤlɤβ br7Bn7l7B
brɯzbrɯz brMzbrMz
brɯɣbrɯɣ brMGbrMG1
buqa buqa
bɯɣbɯɣ bMGbMG1
bɯɣnɤbɯɣ bMGn7bMG
bɯlɯbali bMlMbali
bɯwa _bMwa1
zbɯwa zbMwa
βdaʁ BdaR
βdaʁ,βzu BdaR,Bzu1
nɯβdaʁ _nMBdaR1
βdaχpu BdaXpu
nɯβdaχpu _nMBdaXpu
βdaχtɕɤl BdaXts\7l
nɯβde _nMBde
sɯβde _sMBde
sɤmɯβde _s7mMBde
nɤβdɤle _n7Bd7le
βdeti Bdeti
βdɤmŋaʁ Bd7mNaR
tɯ-skhrɯ mɯ-ɲɤ-βdi tM-skhrM mM-J7-Bdi
mɤβdi ma m7Bdi ma
βdiwa Bdiwa
βdɯnba BdMnba
βdɯscit BdMscit
βdɯt BdMt
kɤnɯβdɯt k7nMBdMt
βgoz Bgoz1
βɣa BGa1
βɣɤɣur BG7Gur
tɤ-ɣur t7-Gur
βɣɤmu BG7mu1
βɣɤno BG7no
βɣɤŋgɯ BG7NgM
ɯ-ŋgɯ M-NgM1
βɣɤpa BG7pa
βɣɤrkhɤrkhɤt BG7rkh7rkh7t
rkhɤrkhɤt rkh7rkh7t1
βɣɤrnɤjwaʁ BG7rn7jwaR
tɤ-jwaʁ t7-jwaR
βɣɤrqo BG7rqo
tɯ-rqo tM-rqo1
βɣɤrtshi BG7rtshi
βɣɤru BG7ru
rɯru _rMru
βɣɤsɤprɤt BG7s7pr7t
prɤt _pr7t1
βɣɤsni BG7sni
tɯ-sni tM-sni1
βɣɤsroʁ BG7sroR
mbɣɤsroʁ mbG7sroR
βɣɤtɤtɤɣ BG7t7t7G
tɤtɤɣ t7t7G
βɣɤtu BG7tu
βɣɤχtsiɯ BG7XtsiM
βɣɤza BG7za
βɣu BGu
βɣɯt _BGMt1
sɯβɣɯt _sMBGMt
βɣɯz BGMz1
nɯβɣɯz _nMBGMz
sɯβɟɤt sMBJ\7t
βɟi _BJ\i
nɤβɟɯβɟi _n7BJ\MBJ\i
sɯβɟi _sMBJ\i
βlama Blama
βlɤmɤjmɤɣ Bl7m7jm7G
βlɤmtɕhɤt Bl7mts\h7t1
nɯβlɤmtɕhɤt _nMBl7mts\h7t
βli _Bli
βluβra BluBra1
ɯ-βlaβlu M-BlaBlu1
rɯβluβra _rMBluBra
βlunbu Blunbu
βlɯ _BlM1
nɯrmɤβlɯ _nMrm7BlM
βlɯɣnɤβlɯɣ _BlMGn7BlMG1
ɯ-βraʁ M-BraR
nɤβrɯβraʁ _n7BrMBraR
nɯβraʁ _nMBraR
βri _Bri1
nɯʑɣɤβri _nMz\G7Bri
sɤβri _s7Bri
βrɟaŋ _BrJ\aN
βʁa _BRa1
sɯβʁa _sMBRa
ʑɣɤsɯβʁa _z\G7sMBRa
znɤβʁaβʁa zn7BRaBRa
βʁuβʁu BRuBRu
ʑɣɤβʁum _z\G7BRum
βʁɯz BRMz
βzaŋɤnŋu BzaN7nNu
βzaŋlɤn BzaNl7n
βzaŋsa BzaNsa1
βzaʁlu BzaRlu1
ɣɤβzaʁlaʁ _G7BzaRlaR
βzdɤr _Bzd7r1
tɤ-βzdɤr t7-Bzd7r
sɤβzdoʁβzdɯ _s7BzdoRBzdM
βzgɤr _Bzg7r1
βzi _Bzi1
ɣɤβzi _G7Bzi
sɯβzi _sMBzi
ʑɣɤsɯβzi _z\G7sMBzi
sɤβzi _s7Bzi
βzjoz _Bzjoz1
rɤβzjoz _r7Bzjoz
nɯɣɯβzjoz _nMGMBzjoz
βzɟɯr _BzJ\Mr1
ʑɣɤβzɟɯr z\G7BzJ\Mr1
βzu _Bzu
ftɕaka,βzu fts\aka,Bzu
tɯ-ndzɯ,βzu tM-ndzM,Bzu
tɯ-skɤt,βzu tM-sk7t,Bzu
ɯŋaj,βzu MNaj,Bzu
ɯ-qhu,βzu M-qhu,Bzu
ɯ-sci,βzu M-sci,Bzu
nɯβzu nMBzu
sɯβzu _sMBzu
nɤβzɯβzu _n7BzMBzu
βzuwa Bzuwa
βzɯr _BzMr1
βzɯrtɕoʁ BzMrts\oR
βʑar Bz\ar
βʑaʁβʑɯɣ Bz\aRBz\MG
βʑɤzu Bz\7zu
βʑoʁ _Bz\oR1
sɯβʑoʁ sMBz\oR
βʑɯ Bz\M
βʑɯlu Bz\Mlu
βʑɯndɤpa Bz\Mnd7pa
βʑɯndi1 Bz\Mndi1
tɯ-xpa tM-xpa
βʑɯndi Bz\Mndi
βʑɯpa Bz\Mpa
βʑɯrna Bz\Mrna
ca ca1
caŋ caN
capɣi capGi
caʁ _caR
caʁɕɣɤz caRs\G7z
cɤɕna c7s\na1
cɤjmɤɣ c7jm7G
tɤjmɤɣ t7jm7G
cɤmi c7mi1
cɤmirɤku c7mir7ku
tɤ-rɤku t7-r7ku
cɤmtsaʁ c7mtsaR1
nɯsɲɤtqha _nMsJ7tqha
mtsaʁ _mtsaR1
cɤmtsho c7mtsho
cɤmu c7mu
cɤndʐi c7ndz`i1
tɯ-ndʐi tM-ndz`i1
cɤpɤcrɤle c7p7cr7le1
ldʐɤpɤldʐɤle ldz`7p7ldz`7le
cɤrme c7rme
cɤtʂha c7ts`ha
cha cha
sɯxcha _sMxcha
sɤcha _s7cha
chaŋskɯ chaNskM
che che
chɤβ _ch7B1
ɲɟɤβ _JJ\7B1
chɤci ch7ci1
cha2 cha2
chɤdi ch7di
tɤ-di t7-di1
chɤle _ch7le
chɤlɤnnɤ ch7l7nn71
chɤmda ch7mda1
nɯchɤmda _nMch7mda
chɤmdɤru ch7md7ru
chɤmthɯm ch7mthMm
tɤ-mthɯm t7-mthMm1
chɤt _ch7t
ŋgrɯ _NgrM
chɤtshi _ch7tshi1
tshi1 _tshi1
ɣɯchɤtshi _GMch7tshi
chɤzwa ch7zwa
tʂhazwa ts`hazwa
chɣaʁchɣaʁ chGaRchGaR
chi _chi1
qiaβ _qiaB
ɣɤchi _G7chi
sɯxchi _sMxchi
nɤxchi _n7xchi
choŋtɕɯn choNts\Mn
chrɤβchrɤβ chr7Bchr7B1
chrɤβnɤchrɤβ chr7Bn7chr7B
ɣɤchrɤβchrɤβ _G7chr7Bchr7B1
chu chu
chɯ chM
chɯβ chMB1
chɯβchɯβ chMBchMB1
chɯβnɤchɯβ chMBn7chMB
chɯchɯβ chMchMB
chɯmu chMmu
chɯrdom chMrdom
chɯsɲu chMsJu1
ci ci
ci,sɯpa ci,sMpa1
phoʁ _phoR
tɤɣ t7G
ci nɯ ci nM
ci nɤ ci n7
ci ntsɯ ci ntsM
ci ci ci ci
cischiz cischiz
cit _cit1
spɤr _sp7r1
ciz tɕe ciz ts\e
ci2 ci2
sɯpa1 _sMpa1
claŋclaŋ claNclaN1
claŋnɤclaŋ claNn7claN
ɕlaŋɕlaŋ s\laNs\laN1
slaŋslaŋ slaNslaN
ɕliɕli s\lis\li
claʁclaʁ claRclaR
clicli clicli1
clɯclɯ clMclM1
cloʁcloʁ cloRcloR
clɯnɤclɯ clMn7clM
co co1
tɯ-co tM-co
coɕit cos\it
comuco comuco
coŋ _coN
coŋ2 _coN2
cotcot cotcot
craŋ craN1
craŋnɤlaŋ craNn7laN
ɣɤcraŋlaŋ _G7craNlaN1
crɯβcrɯβ crMBcrMB1
crɯmcrɯm crMmcrMm1
cɯmcɯm cMmcMm
crɯcrɯ crMcrM
crɯɣcrɯɣ crMGcrMG1
ɟrɯɣɟrɯɣ J\rMGJ\rMG1
ɣɤcrɯɣlɯɣ _G7crMGlMG
nɤcu n7cu1
cupa cupa
cɯ cM
ɯ-lu,cɯ _M-lu,cM1
ɲɟɯ _JJ\M1
cɯβjiz cMBjiz
cɯβloʁ cMBloR
cɯɣ cMG
mu,cɯɣ _mu,cMG
cɯɣɬaj cMGKaj
cɯm _cMm1
nɯɣɯcɯm _nMGMcMm
cɯmbɤrom cMmb7rom1
cɯnkhɤβ cMnkh7B1
cɯrzɯn cMrzMn
cɯnmu cMnmu1
rɯcɯnmu _rMcMnmu
cɯŋcɯŋ cMNcMN
cɯŋglɯɣ cMNglMG
cɯpɤspoʁspoʁ _cMp7spoRspoR
cɯphɯt cMphMt1
cɯ3 cM3
phɯt _phMt1
ɣɯcɯphɯt _GMcMphMt
cɯrmbɯ cMrmbM
tɯ-rmbɯ tM-rmbM
cɯrndʑi cMrndz\i
cɯʁrɤt cMRr7t
cɯχɕiz cMXs\iz
ɕa s\a1
ɕaβ _s\aB
sɤɕaβ _s7s\aB
ɕamɤr s\am7r
ɕaɲaʁ s\aJaR
ɕaŋ _s\aN
ɕaŋβli s\aNBli
tɯβli tMBli
ɕaŋdi s\aNdi
ɕaŋkɯ s\aNkM
ɕaŋlo s\aNlo
ɕaŋpa s\aNpa
ɕaŋpɕi s\aNps\i
ɕaŋpin s\aNpin
ɕaŋtaʁ s\aNtaR
ɕaŋthi s\aNthi
ɕaŋtoʁ s\aNtoR
sɯmat sMmat
ɕaŋɯ s\aNM
ɕaqajɯ s\aqajM
qajɯ qajM1
ɕar _s\ar1
rɤɕar _r7s\ar
sɤɕar _s7s\ar
ɕaʁja s\aRja
ɕaʁwɯ s\aRwM
ɕaχpu s\aXpu1
ɕe _s\e
tɯ-βri,ɕe tM-Bri,s\e
tɯ-sroʁ,ɕe tM-sroR,s\e
tɯ-sɯm,ɕe tM-sMm,s\e
ɯ-pa,ɕe M-pa,s\e1
ɯ-taʁ ɕe M-taR s\e
ɕɤci s\7ci
ɕɤfɕo s\7fs\o
ɕɤɣ s\7G
mbe _mbe1
nɯɕɤɣ _nMs\7G
ɕɤɣpɣa s\7GpGa
ɕɤɣ2 s\7G2
pɣa pGa1
ɕɤɣrum s\7Grum
ɕoʁ s\oR1
ɕɤjaʁ s\7jaR1
ɕɤkhe s\7khe
ɕɤkhoz s\7khoz1
phɯrkhɯɣ phMrkhMG
ɕɤkhrɯ s\7khrM1
ɕɤku s\7ku1
ɕɤmi s\7mi1
ɕɤldʐa s\7ldz`a
ɕɤltɕhɯz s\7lts\hMz
ɕɤltsaʁ s\7ltsaR
ɕɤmcɤthoʁ s\7mc7thoR
ɕɤmiɕtʂɤt s\7mis\ts`7t
ɕom1 s\om1
ɕɤmiŋoʁ s\7miNoR1
smɯʁjoʁ smMRjoR
ɕɤmloʁ s\7mloR1
ɕɤmscoʁ s\7mscoR
scoʁ scoR
ɕɤmtshoʁ s\7mtshoR
ɕɤmɯɣdɯ s\7mMGdM1
ɕɤnthɤβ s\7nth7B
ɕɤntsɯt s\7ntsMt
ɕɤŋi s\7Ni
ɕɤr s\7r1
ɕɤrɤɕa s\7r7s\a
ɕɤrkha s\7rkha
ɕɤrkha,ɴɢraʁ s\7rkha,N\G\raR1
ɕɤrma s\7rma
ɕɤrmasŋi s\7rmasNi
tɯ-sŋi tM-sNi
ɕɤrna s\7rna
ɕɤrwa s\7rwa
ɕɤrzaŋ s\7rzaN
ɕɤsca s\7sca
ɕɤt _s\7t1
ɕɤwɤr s\7w7r
ɕɤχcɤl s\7Xc7l
ɯ-χcɤl M-Xc7l1
ɕɣaʁɕɣaʁ s\GaRs\GaR
ɕɣɤz _s\G7z1
fsɯɣ _fsMG
ɕico s\ico
ɕintɕhi s\ints\hi
ɕirʁaʁ s\irRaR
ɕkatmbri s\katmbri
tɯ-ɕkat tM-s\kat
tɯmbri tMmbri
ɕke _s\ke1
sɤɕke1 _s7s\ke1
sɤɕke2 _s7s\ke2
nɤsɤɕke n7s7s\ke1
ʑɣɤsɤɕke _z\G7s7s\ke
sɯɕke _sMs\ke
ɕkɤbɯ s\k7bM
ɕku s\ku1
ɕkɤfkri s\k7fkri
ɕkɤɣɕkɤɣ s\k7Gs\k7G1
ʑgɤβʑgɤβ z\g7Bz\g7B
ɕkɤɣnɤɕkɤɣ s\k7Gn7s\k7G1
ɣɤɕkɤɣɕkɤɣ _G7s\k7Gs\k7G1
ɕkɤkhe s\k7khe
ɕkɤkɯm s\k7kMm
ɕkɤɲcɣa s\k7JcGa
tɯɲcɣa tMJcGa
ɕkɤphɤr s\k7ph7r
ɕkɤpja s\k7pja
ɕkɤrnɤɕkɤr s\k7rn7s\k7r
ɕkɤrɯ s\k7rM
ɕkɤtho s\k7tho
ɯ-tho M-tho
ɕkɤtshoŋ s\k7tshoN
ɕkɤtɯm s\k7tMm
ɕkɤzoŋzoŋ s\k7zoNzoN
rɤɕkho _r7s\kho
ɕkliɕkli s\klis\kli1
ɕklɯɣɕklɯɣ s\klMGs\klMG
ɕklɯɣ s\klMG
ɕkom s\kom
ɕkrɤɣɕkrɤɣ s\kr7Gs\kr7G1
nɯɕkrɤɣ _nMs\kr7G1
ɕkrɤz s\kr7z
ɕkrɯɣɕkrɯɣ s\krMGs\krMG
ɕkɯβɕkɯβ s\kMBs\kMB1
ɕkɯβnɤɕkɯβ s\kMBn7s\kMB
ɕkɯt _s\kMt
rlaŋrlaŋ rlaNrlaN1
ɕlaʁ s\laR1
ɕlaʁnɤɕlaʁ s\laRn7s\laR
phɯɕlaʁ phMs\laR
ɕlu _s\lu1
ɕlɯɣ _s\lMG1
lɯɣ _lMG1
sɯɕlɯɣ sMs\lMG1
ɕmi _s\mi
ɕmɯɣ s\mMG1
ɕnaβndʑɣi s\naBndz\Gi
ɕnat s\nat
ɕnɤcat s\n7cat
kɯɕnɯz kMs\nMz
kɯrcat kMrcat
ɕnɤku s\n7ku
ɕnɤloʁ s\n7loR
ɕnɤri s\n7ri
tɤ-ri t7-ri1
ɕnɤsti s\n7sti
ɕnɤto s\n7to
ɕnɤtoʁrɯ s\n7toRrM
ɕnɤxsɯr s\n7xsMr1
xsɯr _xsMr
ɕnoʁɕnoʁ s\noRs\noR1
ɕnoʁnɤɕnoʁ s\noRn7s\noR
ɕnɯɣnɤlɯɣ s\nMGn7lMG1
ɣɤɕnɯɣlɯɣ _G7s\nMGlMG
ɕɲɯɣ s\JMG1
ɕŋaʁɕŋaʁ s\NaRs\NaR
ɣɤɕŋaʁɕŋaʁ _G7s\NaRs\NaR
ɕŋɤr s\N7r1
tɯɣur tMGur
ɕŋiɕŋi s\Nis\Ni
ɕŋoʁɕŋoʁ s\NoRs\NoR
ɕo _s\o1
ɣɤɕo _G7s\o
ɕom s\om
tɤtshoʁ t7tshoR
rɤɕom _r7s\om
tɤlɤɕom t7l7s\om
ɕommbri s\ommbri
ɕomnaʁ s\omnaR
ɕomskrɯt s\omskrMt1
skrɯt skrMt
ɕomthɯ s\omthM
ɕoŋβzu s\oNBzu1
rɯɕoŋβzu _rMs\oNBzu
ɕoŋphu s\oNphu
sɯphɯ sMphM
ɕoŋtɕa s\oNts\a1
ɕoʁɕɣa s\oRs\Ga
ɕoʁmboʁ s\oRmboR
rŋɤmboʁ rN7mboR
ɕoʁɲaʁ s\oRJaR
ɕoχpi s\oXpi
ɕpaʁ _s\paR1
ɕpɤr s\p7r
ɕpɤrɕpɤr s\p7rs\p7r
ɕpɤrnɤlɤr s\p7rn7l7r1
ɣɤɕpɤɕpɤr _G7s\p7s\p7r1
ɕpɤtnɤɕpɤt s\p7tn7s\p7t
ɕpɣo s\pGo
ɕpɣowoʁ s\pGowoR
ɕphɤβɕphɤβ s\ph7Bs\ph7B
ɕphɤɕphɤt s\ph7s\ph7t
ɕphɤɣnɤɕphɤɣ s\ph7Gn7s\ph7G1
sɤɕphɤɣɕphɤɣ _s7s\ph7Gs\ph7G
ɕphɤrɕphɤr s\ph7rs\ph7r
ɕphɤt _s\ph7t1
rɤɕphɤt _r7s\ph7t
ɕphɣo _s\phGo1
phɣo _phGo1
ʑɣɤɕphɣo _z\G7s\phGo
ɕphɯɣɕphɯɣ s\phMGs\phMG1
ɕphɯɣnɤɕphɯɣ s\phMGn7s\phMG
ɕplaɕpla s\plas\pla
ɕploʁɕploʁ s\ploRs\ploR1
ɕpɯt _s\pMt1
ɕqɤjɤr s\q7j7r
ɕqɤnɕqɤn s\q7ns\q7n
ɕqɤt s\q7t
ɕqhaloʁ s\qhaloR
ɕqhlɤt _s\qhl7t1
sɯɕqhlɤt sMs\qhl7t
ʑɣɤsɯɕqhlɤt _z\G7sMs\qhl7t
ɕqhɯɕqhi s\qhMs\qhi1
ɕquɕqu s\qus\qu1
qlɯqlɯ qlMqlM
ɕqlɤβɕqlɤβ s\ql7Bs\ql7B
ɕqlɯβnɤɕqlɯβ s\qlMBn7s\qlMB1
qlɯβ qlMB1
ɕqraʁ _s\qraR1
sɯɕqraʁ sMs\qraR
nɤɕqraʁ _n7s\qraR
ʑɣɤsɯɕqraʁ _z\G7sMs\qraR
ɕqudoŋ s\qudoN
ɕri _s\ri
ɕʁɯznɤɕʁɯz s\RMzn7s\RMz
sɤɕte _s7s\te
ɕthrɤβɕthrɤβ s\thr7Bs\thr7B1
ʑdrɤβʑdrɤβ z\dr7Bz\dr7B
ɕthɯz _s\thMz1
nɤɕthɯɕthɯz _n7s\thMs\thMz
ɕtraŋɕtraŋ s\traNs\traN1
ɕtraŋnɤɕtraŋ s\traNn7s\traN
ɕtrɯŋɯɕtraŋi s\trMNMs\traNi
ɕtrɤβɕtrɤβ s\tr7Bs\tr7B
ɕtriɕtri s\tris\tri
ɕtʂaŋɕtʂaŋ s\ts`aNs\ts`aN1
ɕtʂaŋnɤɕtʂaŋ s\ts`aNn7s\ts`aN
ɕtʂaŋnɤlaŋ s\ts`aNn7laN
ɣɤɕtʂaŋlaŋ _G7s\ts`aNlaN
sɤɕtʂaŋlaŋ s7s\ts`aNlaN1
ɕtʂat _s\ts`at1
rɤɕtʂat _r7s\ts`at
ʑɣɤɕtʂat _z\G7s\ts`at
ɕtʂo _s\ts`o1
rɤɕtʂo _r7s\ts`o
ɕtʂɯ _s\ts`M1
rɤɕtʂɯ _r7s\ts`M
ɕtʂɯɣɕtʂɯɣ s\ts`MGs\ts`MG1
ɕtʂɯɣnɤɕtʂɯɣ s\ts`MGn7s\ts`MG
sɤɕtʂɯlɯɣ s7s\ts`MlMG1
ɕu s\u1
nɯɕu _nMs\u
ɕur _s\ur1
sɯxɕur sMxs\ur
ɕɯ s\M1
ɕɯmɤɕɯ s\Mm7s\M1
ɕɯchapaja s\Mchapaja
ɕɯfka _s\Mfka1
fka1 _fka1
ɕɯfkaβ s\MfkaB1
fkaβ _fkaB1
ɕɯftaʁ _s\MftaR1
jmɯt _jmMt1
ɣɤɕɯftaʁ _G7s\MftaR
nɯɣɯɕɯftaʁ nMGMs\MftaR1
ɕɯftɯɣ _s\MftMG1
ftɯɣ _ftMG
ɕɯɣɕɯɣ s\MGs\MG
ɕɯɣmu _s\MGmu1
ʑɣɤɕɯɣmu _z\G7s\MGmu
ɕɯɣra s\MGra1
tshaʁ tshaR
sɯɕɯɣra _sMs\MGra1
ɕɯjaʁ s\MjaR1
tɤsthoʁsi t7sthoRsi
ɕɯkhuj s\Mkhuj
ɕɯm _s\Mm
ɕɯmbɣom _s\MmbGom1
mbɣom _mbGom1
ɕɯmɕɯm s\Mms\Mm1
ɕɯmɯmi s\MmMmi
sɤɕɯmɕɯm _s7s\Mms\Mm
ɕɯmnɤm _s\Mmn7m1
mnɤm _mn7m1
nɤmnɤm _n7mn7m
ɕɯmɲatsa s\MmJatsa
ɕɯmŋɤm _s\MmN7m1
ɕɯmthu _s\Mmthu1
thu1 _thu1
ɕɯmthuspoʁ s\MmthuspoR
ɕɯmɯma s\MmMma1
nɯɕɯmɯma nMs\MmMma
ɕɯngo _s\Mngo1
ngo _ngo1
ɕɯnŋo _s\MnNo1
ʑɣɤɕɯnŋo _z\G7s\MnNo
ɕɯntaβ s\MntaB1
ntaβ _ntaB1
ɕɯŋarɯra s\MNarMra
ɕɯŋɕɯŋ s\MNs\MN1
ɣɤɕɯŋɕɯŋ _G7s\MNs\MN
ɕɯŋgɯ _s\MNgM
tɤ-mbrɯ,ɕɯŋgɯ t7-mbrM,s\MNgM1
tɤ-mbrɯ,ŋgɯ t7-mbrM,NgM
ɕɯŋgɯmɯr s\MNgMmMr1
tɯ-ɣmɯr tM-GmMr
ɕɯŋke s\MNke1
ŋke _Nke
nɯɣɯŋke _nMGMNke
nɯŋke _nMNke
ɕɯɴqoʁ _s\MN\qoR1
ʑɣɤɕɯɴqoʁ z\G7s\MN\qoR
ɕɯphɣo _s\MphGo
ɕɯrɕɯr s\Mrs\Mr
ɕɯrdɯm s\MrdMm1
ɕɯrga _s\Mrga1
rga rga2
ʑɣɤɕɯrga _z\G7s\Mrga
ɕɯrŋgɯ _s\MrNgM
rŋgɯ1 _rNgM1
ɕɯrŋo _s\MrNo1
rŋo _rNo
znɤŋgɯ _zn7NgM
ɕɯrɴɢo s\MrN\G\o
ɕɯrʁom s\MrRom
rʁom _rRom
ɕɯwa s\Mwa
ɕɯxtɯ s\MxtM
ɕɯxtɯrɟɤxtsa s\MxtMrJ\7xtsa
dal dal
daltsa daltsa1
daltsɯtsa daltsMtsa
dɤlie _d7lie
nɤdɤn _n7d7n
dɤrʁɯ d7rRM
dɣɤrdɣɤr dG7rdG7r1
ɣɤrɣɤr G7rG7r1
dioʁdioʁ dioRdioR
do _do
doŋdoŋ doNdoN
drɤβdrɤβ dr7Bdr7B
droŋdroŋ droNdroN
drɯβ drMB1
drɯβnɤdrɯβ drMBn7drMB
nɯdrɯβ nMdrMB
dɯdɯt dMdMt
dɯɣ _dMG1
sɯɣdɯɣ _sMGdMG
sɤɣdɯɣ _s7GdMG
dɯrnɤrdɯr dMrn7rdMr
ɣdoŋnɤɣdoŋ GdoNn7GdoN1
ɣdɯɣnɤɣdɯɣ GdMGn7GdMG
dɯxpa _dMxpa
dwaŋdwaŋ dwaNdwaN
jaŋjaŋ jaNjaN
dzambaɬa dzambaKa
dzaŋdzaŋ dzaNdzaN1
ɣɤdzaŋdzaŋ _G7dzaNdzaN
ɣɤdzaŋlaŋ G7dzaNlaN
dzɤjdzɤj dz7jdz7j1
zɤjzɤj z7jz7j
dzoŋdzoŋ dzoNdzoN1
dzoŋnɤdzoŋ dzoNn7dzoN
dzoʁ dzoR1
goʁ goR1
dzɯɣdzɯɣ dzMGdzMG
dzɯr dzMr1
dzɯrdzɯr dzMrdzMr1
dzɯrnɤdzɯr dzMrn7dzMr
dʐoŋdʐoŋ dz`oNdz`oN
dʐɯβdʐɯβ dz`MBdz`MB
dʐɯβnɤdʐɯβ dz`MBn7dz`MB
dʐɯɣdʐɯɣ dz`MGdz`MG1
ldɯɣldɯɣ ldMGldMG
dʑaŋdʑaŋ dz\aNdz\aN
dʑɤrdʑɤr dz\7rdz\7r1
dʑɤrnɤdʑɤr dz\7rn7dz\7r
dʑɯβdʑɯβ dz\MBdz\MB
dʑɯpdʑɯp dz\Mpdz\Mp
fɕafɕɤt fs\afs\7t
fɕaʁ _fs\aR
mɯ́j-fɕaʁ mḾj-fs\aR
fɕɤl _fs\7l1
sɯfɕɤl _sMfs\7l
fɕɤm _fs\7m
fɕɤt _fs\7t
rɤfɕɤt _r7fs\7t
nɤfɕɯfɕɤt _n7fs\Mfs\7t
nɯɣɯfɕɤt _nMGMfs\7t
ʑɣɤfɕɤt _z\G7fs\7t
koŋla tú-wɣ-fɕɤt a-pɯ-ŋu tɕe koNla tú-wG-fs\7t a-pM-Nu ts\e
fɕɤtpa _fs\7tpa
fɕi _fs\i
fɕur _fs\ur
fɕɯɣ _fs\MG1
qia _qia
fka fka
ɯ-xtɤfka M-xt7fka
ʑɣɤɕɯfka z\G7s\Mfka
ɣɤfka _G7fka
sɤfka _s7fka
fkɤn _fk7n1
rkɤl _rk7l
fkot _fkot
fkoz fkoz
fkra _fkra
fkri _fkri
fkro _fkro
fkrɯz _fkrMz1
sɯfkrɯz sMfkrMz
fkur _fkur1
nɤfkɯfkur _n7fkMfkur
fkurzʁe fkurzRe1
nɯfkurzʁe _nMfkurzRe
nɯzʁe _nMzRe
fkɯm _fkMm
frtɤn _frt7n
fsaŋ fsaN1
sɯfsaŋ _sMfsaN1
tɤfsaŋ t7fsaN
fsaŋkaŋ fsaNkaN
fsaŋkhɯ fsaNkhM
fsaŋmtɕhɤt fsaNmts\h7t
fsapaʁɣli fsapaRGli
fsaqhe fsaqhe
fso fso
fse _fse
nɤfse _n7fse
rɤfse _r7fse
sɤfsɯfse _s7fsMfse
fsɤl _fs7l
fsɤndɤpa fs7nd7pa
fsɤndi fs7ndi
fsjɤnɤfsjɤt fsj7n7fsj7t
fsjitnɤfsjat fsjitn7fsjat
fskɤr _fsk7r1
nɤfskɯfskɤr n7fskMfsk7r
fsomɯr fsomMr
fsoʁ _fsoR
rɤfsoʁ _r7fsoR
tɯfsɤkha tMfs7kha
ɣɤfsoʁ _G7fsoR
sɯfsoʁ _sMfsoR
fsosɲɯm fsosJMm1
fsraŋ _fsraN1
tɯ-sroʁ,ri tM-sroR,ri
ʑɣɤfsraŋ _z\G7fsraN
fsraŋma fsraNma
fstɤt _fst7t
ɣɤmɯ _G7mM1
fstɯn _fstMn1
ʑɣɤfstɯn _z\G7fstMn
sɤfstɯn _s7fstMn
fsusqi fsusqi1
fsusqipa fsusqipa
fsɯr _fsMr1
fsɯz _fsMz
ftɕa _fts\a
ftɕaka fts\aka
rɯftɕaka _rMfts\aka
sɤftɕaka _s7fts\aka
ftɕar fts\ar1
ftɕɤru fts\7ru1
ftɕaʁ _fts\aR1
sɯftɕaʁ _sMfts\aR
sɤftɕaʁ _s7fts\aR
ftɕɤfkɤt fts\7fk7t1
rɯftɕɤfkɤt _rMfts\7fk7t
ftɕɤl _fts\7l1
sɤftɕɤl _s7fts\7l
tʂu ts`u1
ftɕɤt _fts\7t1
ftɯl2 _ftMl2
ftɕɤz _fts\7z1
rɤftɕɤz _r7fts\7z
ftɕhoʁftɕhoʁ fts\hoRfts\hoR
ftɕhur _fts\hur1
znɯndzɯ _znMndzM
ftɕit _fts\it
ftɕɯm _fts\Mm1
sɯftɕɯm _sMfts\Mm
ftɕɯpa fts\Mpa
ftɕɯʁɲiz fts\MRJiz
ftɕɯt _fts\Mt
ftɕɯχtɕɯɣ fts\MXts\MG
fte _fte
ftsaʁra ftsaRra
ftsɤn _fts7n
ftsɤnbu fts7nbu
ftshi _ftshi1
mna _mna1
sɯftshi _sMftshi
ɣɤftshi _G7ftshi
ftsoʁ ftsoR
ftsoʁdo ftsoRdo
ftsɯɣ _ftsMG
ftsɯr _ftsMr
ftʂi _fts`i1
sɯɣndʐi _sMGndz`i
ndʐi _ndz`i1
ftɯl _ftMl
nɯɣɯftɯl _nMGMftMl
gaŋgaŋ gaNgaN
gɤgɤɣ g7g7G1
gɤɣnɤgɤɣ g7Gn7g7G
gɤɣɯɣi g7GMGi
glɤɣglɤɣ gl7Ggl7G1
ɣɤglɤglɤɣ _G7gl7gl7G1
zgoʁ zgoR
graŋgraŋ graNgraN
grɯβgrɯβ grMBgrMB
grɯβgrɯβftsa grMBgrMBftsa
grɯɣgrɯɣ grMGgrMG1
grɯɣnɤgrɯɣ grMGn7grMG
grɯŋgrɯŋ grMNgrMN1
khrɯŋkhrɯŋ khrMNkhrMN
χɤlχɤl X7lX7l
gɯgɯɣ gMgMG
gɯɣnɤgɯɣ gMGn7gMG1
ɣa Ga1
ɣar _Gar
ɣdɤɣdɤt Gd7Gd7t1
ɣdɤso Gd7so
sɤɣdoŋɣdoŋ s7GdoNGdoN
ɣdɯ GdM
tɕhɤɣdɯ ts\h7GdM1
tɕhorzi ts\horzi
ɣdɯβɣdɯβ GdMBGdMB
ɣe Ge
ɣɤbɤβlɤβ _G7b7Bl7B
ɣɤβdoʁdi G7BdoRdi
ʑɣɤɣɤβdi _z\G7G7Bdi
ɣɤβdoʁβdi _G7BdoRBdi
